Web_ID,Region_of_Incident,Reported_Date,Reported_Year,Reported_Month,Number_Dead,Minimum_Estimated_Number_of_Missing,Total_Dead_and_Missing,Number_of_Survivors,Number_of_Females,Number_of_Males,Number_of_Children,Cause_of_Death,Location_Description,Information_Source,Latitude,Longitude ,Migration_Route,URL,UNSD_Geographical_Grouping,Source_Quality
44319,North Africa,"December 13, 2017",2017,Dec,3,0,3,0,0,0,0,Starvation,"Bani Walid, Libya",Mixed Migration Monitoring Mechanism Initiative (4Mi),14.053676,31.7975831,Unknown,Not Available,Northern Africa,2
44320,North Africa,"December 13, 2017",2017,Dec,3,0,3,0,0,3,0,Harsh weather/lack of adequate shelter,"Unspecified location in the Sahara desert, Egypt",Mixed Migration Monitoring Mechanism Initiative (4Mi),26.71875,28.66197247,Unknown,Not Available,Northern Africa,2
44558,South Asia,"December 13, 2017",2017,Dec,1,0,1,0,0,1,0,Vehicle Accident,"Jiroft, Kerman province, Iran",IOM Afghanistan,28.6751124,57.7371569,Unknown,Not Available,Southern Asia,4
44316,North Africa,"December 12, 2017",2017,Dec,3,0,3,0,0,0,0,Dehydration,"Unspecified location in the Sahara desert, Libya",Mixed Migration Monitoring Mechanism Initiative (4Mi),14.67773438,24.95649129,Unknown,Not Available,Northern Africa,2
44317,North Africa,"December 12, 2017",2017,Dec,4,0,4,0,0,0,0,"Dehydration, Harsh weather/lack of adequate shelter","Unspecified location in the Sahara desert, Libya",Mixed Migration Monitoring Mechanism Initiative (4Mi),14.0625,25.19531108,Unknown,Not Available,Northern Africa,2
44557,South Asia,"December 12, 2017",2017,Dec,1,0,1,0,0,1,1,Vehicle Accident,"Tehran province, Iran",IOM Afghanistan,35.7248416,51.381653,Unknown,Not Available,Southern Asia,4
44552,South Asia,"December 11, 2017",2017,Dec,1,0,1,0,0,1,0,Vehicle Accident,"Bandar Abbas, Hormozgan province, Iran",IOM Afghanistan,27.1832216,56.2666455,Unknown,Not Available,Southern Asia,4
44553,South Asia,"December 11, 2017",2017,Dec,1,0,1,0,0,1,0,Vehicle Accident,"Sarwan, Sistan and Baluchestan province, Iran",IOM Afghanistan,27.3526033,62.3447815,Unknown,Not Available,Southern Asia,4
44554,South Asia,"December 11, 2017",2017,Dec,1,0,1,0,0,1,1,Vehicle Accident,"Sarwan, Sistan and Baluchestan province, Iran",IOM Afghanistan,27.3526033,62.3447815,Unknown,Not Available,Southern Asia,4
44555,South Asia,"December 11, 2017",2017,Dec,1,0,1,0,0,1,0,Vehicle Accident,"Sarwan, Sistan and Baluchestan province, Iran",IOM Afghanistan,27.3526033,62.3447815,Unknown,Not Available,Southern Asia,4
44556,South Asia,"December 11, 2017",2017,Dec,1,0,1,0,0,1,0,Vehicle Accident,"Rafsanjan, Kerman province, Iran",IOM Afghanistan,30.3548893,56.002705,Unknown,Not Available,Southern Asia,4
44520,South Asia,"December 10, 2017",2017,Dec,1,0,1,0,0,1,0,Vehicle Accident,"Isfahan province, Iran",IOM Afghanistan,33.2771073,52.3613378,Unknown,Not Available,Southern Asia,4
44550,South Asia,"December 10, 2017",2017,Dec,1,0,1,0,0,1,0,Vehicle Accident,"Rafsanjan, Kerman province, Iran",IOM Afghanistan,30.3548893,56.002705,Unknown,Not Available,Southern Asia,4
44551,South Asia,"December 10, 2017",2017,Dec,1,0,1,0,0,1,0,Vehicle Accident,"Isfahan province, Iran",IOM Afghanistan,33.2771073,52.3613378,Unknown,Not Available,Southern Asia,4
44388,US-Mexico Border,"December 09, 2017",2017,Dec,2,0,2,0,0,2,0,Hypothermia,"Cage Ranch, Brooks County, Texas",South Texas Human Rights Center director Eduardo Canales,27.1093699,-98.2123346,Central America to US,Not Available,Northern America,5
44389,US-Mexico Border,"December 09, 2017",2017,Dec,3,0,3,0,0,3,0,Hypothermia,"Dos Jefes Pasture, Laborcitas Creek Ranch, Brooks County, Texas",South Texas Human Rights Center director Eduardo Canales,27.2403194,-98.2044504,Central America to US,Not Available,Northern America,5
50809,Sub-Saharan Africa,"December 09, 2017",2017,Dec,2,0,2,0,2,0,0,Vehicle Accident,"Taza, Niger",Mixed Migration Monitoring Mechanism Initiative (4mi),15.367289,5.205284,Unknown,http://www.mixedmigration.org/4mi/,Western Africa,2
50810,North Africa,"December 09, 2017",2017,Dec,3,0,3,0,0,3,0,Vehicle Accident,"Sahara desert, near Sabha, Libya",Mixed Migration Monitoring Mechanism Initiative (4mi),26.684275,14.389703,Unknown,http://www.mixedmigration.org/4mi/,Northern Africa,2
44024,US-Mexico Border,"December 09, 2017",2017,Dec,1,0,1,0,0,1,0,Hypothermia,"Colonia Pima 2, northeast Nogales, Sonora, Mexico","El Diaro de Sonora, InfoNogales",31.32982065,-110.920177,Central America to US,"http://bit.ly/2Av0cCl, http://bit.ly/2BagwrF",Central America,3
44048,US-Mexico Border,"December 09, 2017",2017,Dec,2,0,2,0,0,0,0,Hypothermia,"Near Highway 281, north of the Falfurrias U.S. Border Patrol checkpoint, Brooks County, Texas, USA",U.S. Border Patrol,27.20583595,-98.14019307,Central America to US,http://bit.ly/2D14Ci9,Northern America,5
44315,North Africa,"December 09, 2017",2017,Dec,2,0,2,0,0,2,0,"Starvation, Dehydration","Unspecified location in the Sahara desert, Libya",Mixed Migration Monitoring Mechanism Initiative (4Mi),22.74169922,29.2771158,Unknown,Not Available,Northern Africa,2
44023,US-Mexico Border,"December 08, 2017",2017,Dec,1,0,1,14,0,1,0,Hypothermia,"Big Bend area, near Marfa, Presidio County, Texas, USA",U.S. Border Patrol,29.1274869,-103.2425379,Central America to US,"http://bit.ly/2iUG8OU, http://bit.ly/2l1uhCP, http://bit.ly/2ABOp5C",Northern America,5
44035,Mediterranean,"December 08, 2017",2017,Dec,3,5,8,4,0,3,0,Drowning,"Off Plage de Messida, El Kala, wilaya of El Tarf, Algeria, en route to Italy",Le Quotidien d'Oran,36.94919521,8.448509528,Central Mediterranean,"http://bit.ly/2javfZd, http://bit.ly/2Cz4wNx",Uncategorized,3
44047,US-Mexico Border,"December 08, 2017",2017,Dec,1,0,1,0,1,0,0,Hypothermia,"Ranch near Hidalgo, Hidalgo County, Texas, USA",U.S. Border Patrol,26.45825543,-98.22198455,Central America to US,http://bit.ly/2D14Ci9,Northern America,5
44312,North Africa,"December 08, 2017",2017,Dec,1,0,1,0,0,1,0,Starvation,"Bani Walid, Libya",Mixed Migration Monitoring Mechanism Initiative (4Mi),14.053676,31.7975831,Unknown,Not Available,Northern Africa,2
44313,Sub-Saharan Africa,"December 08, 2017",2017,Dec,2,0,2,0,0,2,0,Excessive Physical Abuse,"Calabar, Nigeria",Mixed Migration Monitoring Mechanism Initiative (4Mi),8.3417006,4.9757165,Unknown,Not Available,Western Africa,2
44314,Sub-Saharan Africa,"December 08, 2017",2017,Dec,5,0,5,0,0,5,0,Excessive Physical Abuse,"Kidal, Mali",Mixed Migration Monitoring Mechanism Initiative (4Mi),1.4096535,18.4520713,Unknown,Not Available,Western Africa,2
50808,North Africa,"December 08, 2017",2017,Dec,2,0,2,0,1,1,0,"Sickness and lack of access to medicines, Harsh weather/lack of adequate shelter, Dehydration","Sahara desert, Libya",Mixed Migration Monitoring Mechanism Initiative (4mi),24.121689,13.575951,Unknown,http://www.mixedmigration.org/4mi/,Northern Africa,2
44387,US-Mexico Border,"December 07, 2017",2017,Dec,1,0,1,0,0,1,0,Hypothermia,"Dos Jefes Pasture in Laborcitas Creek Ranch, Brooks County, Texas",South Texas Human Rights Center director Eduardo Canales,27.2403194,-98.2044504,Central America to US,Not Available,Northern America,5
44017,US-Mexico Border,"December 07, 2017",2017,Dec,1,0,1,14,0,1,0,Hypothermia,"Paloma Ranch, near Eagle Pass, Maverick County, Texas, USA",U.S. Border Patrol,27.25232157,-97.86333558,Central America to US,"http://bit.ly/2BT4Czx, http://bit.ly/2AqCeZe, http://bit.ly/2A8r7zJ",Northern America,5
44021,US-Mexico Border,"December 07, 2017",2017,Dec,1,0,1,0,0,0,0,Unknown,"Ranch near Falfurrias, Brooks County, Texas ",U.S. Border Patrol,27.15125131,-98.20322291,Central America to US,http://bit.ly/2jz49Pk,Northern America,5
44022,US-Mexico Border,"December 07, 2017",2017,Dec,1,0,1,0,0,1,0,Hypothermia,"Ranch near Norias, Kenedy County, Texas",U.S. Border Patrol,26.76431224,-97.79945195,Central America to US,http://bit.ly/2jz49Pk,Northern America,5
44046,US-Mexico Border,"December 07, 2017",2017,Dec,1,0,1,0,0,1,0,Presumed drowning,"Río Bravo, near Peñitas, Hidalgo County, Texas",U.S. Border Patrol,26.22493055,-98.44542785,Central America to US,http://bit.ly/2BKXdWu,Northern America,5
44311,North Africa,"December 07, 2017",2017,Dec,4,0,4,0,0,0,0,Unknown,"Unspecified location in the Sahara desert, Libya",Mixed Migration Monitoring Mechanism Initiative (4Mi),21.66503906,27.88794267,Unknown,Not Available,Northern Africa,2
44098,Caribbean,"December 06, 2017",2017,Dec,0,12,12,0,0,2,0,Presumed drowning,"Off the coast of San Pedro de Macorís, Dominican Republic, en route to Puerto Rico","EFE, Listin Diario, 7 días",18.08086639,-69.10191929,Unknown,"http://bit.ly/2D8lpDx, http://bit.ly/2D3cliD, http://bit.ly/2qTJIiS",Caribbean,3
44307,North Africa,"December 06, 2017",2017,Dec,3,0,3,0,0,0,0,"Starvation, Excessive Physical Abuse","Aswan, Egypt",Mixed Migration Monitoring Mechanism Initiative (4Mi),32.8998293,24.088938,Unknown,Not Available,Northern Africa,2
44308,North Africa,"December 06, 2017",2017,Dec,2,0,2,0,0,2,0,"Starvation, Shot or stabbed","Bani Walid, Libya",Mixed Migration Monitoring Mechanism Initiative (4Mi),14.053676,31.7975831,Unknown,Not Available,Northern Africa,2
44309,North Africa,"December 06, 2017",2017,Dec,2,0,2,0,0,2,1,Starvation,"Tamanrasset, Algeria",Mixed Migration Monitoring Mechanism Initiative (4Mi),5.5258107,22.7888209,Unknown,Not Available,Northern Africa,2
44310,North Africa,"December 06, 2017",2017,Dec,1,0,1,0,1,0,0,Sickness and lack of access to medicines,"Tobruk, Libya",Mixed Migration Monitoring Mechanism Initiative (4Mi),23.941751,32.0681759,Unknown,Not Available,Northern Africa,2
44306,North Africa,"December 05, 2017",2017,Dec,3,0,3,0,0,0,0,Starvation,"Bani Walid, Libya",Mixed Migration Monitoring Mechanism Initiative (4Mi),14.053676,31.7975831,Unknown,Not Available,Northern Africa,2
44011,Mediterranean,"December 04, 2017",2017,Dec,3,0,3,40,1,2,0,Presumed drowning,"Off the coast of Larache, Morocco","La Vanguardia, Asia Pacific Daily, Africa News",35.31798402,-6.32317765,Western Mediterranean,"http://bit.ly/2ntZrDM, http://bit.ly/2jfczry, http://bit.ly/2zVJcRw",Uncategorized,3
44012,Mediterranean,"December 04, 2017",2017,Dec,1,0,1,35,0,1,0,Drowning,"Off the coast of Maro, Nerja, Spain","Spanish Red Cross, El Diario, ABC Andalucia",36.68466409,-3.862161323,Western Mediterranean,"http://bit.ly/2zWUN2I, http://bit.ly/2AwVEbw, http://bit.ly/2nu4uUC",Uncategorized,4
44019,South Asia,"December 04, 2017",2017,Dec,3,0,3,9,0,0,0,Vehicle Accident,"15 km away from Murchehkhort, Isfahan, Iran","Voice of Refugees, EASO Social Media Monitoring Report, Iran Newspaper.com, Bartarinha",33.13430215,51.56951671,Unknown,"http://bit.ly/2iXad0a, http://bit.ly/2CcUNx6, http://bit.ly/2k7sDv8",Southern Asia,3
44034,Mediterranean,"December 04, 2017",2017,Dec,1,0,1,0,0,1,1,Presumed drowning,"3,5 miles east of Kharrouba, Mostaganem, Algeria",Réflexion,36.15961671,0.134644936,Western Mediterranean,http://bit.ly/2Bv6qQe,Uncategorized,1
44008,Middle East,"December 03, 2017",2017,Dec,10,0,10,8,0,0,6,Vehicle Accident,"Altınözü district, Hatay, Turkey","Daily Sabah, Asia Pacific Daily, The New Arab",36.11361439,36.24801636,Unknown,"http://bit.ly/2BGLDJ2, http://bit.ly/2Au8yXT, http://bit.ly/2AthuMX",Western Asia,3
44033,Mediterranean,"December 03, 2017",2017,Dec,0,3,3,18,0,0,0,Presumed drowning,"Off the coast of Tangiers, Morocco",Alarm Phone,35.87639046,-5.811981644,Western Mediterranean,http://bit.ly/2AHkGrX,Uncategorized,4
44061,US-Mexico Border,"December 03, 2017",2017,Dec,1,0,1,0,0,1,0,Unknown (skeletal remains),"Pima County, Arizona, USA",Pima County Office of the Medical Examiner,31.6954361,-110.4188086,Central America to US,http://www.humaneborders.info/app/mapa.asp,Northern America,5
44062,US-Mexico Border,"December 03, 2017",2017,Dec,1,0,1,0,0,1,0,Unknown (skeletal remains),"Pima County, Arizona, USA",Pima County Office of the Medical Examiner,31.8555732,-111.3205243,Central America to US,http://www.humaneborders.info/app/mapa.asp,Northern America,5
44305,North Africa,"December 03, 2017",2017,Dec,2,0,2,0,0,2,0,"Dehydration, Harsh weather/lack of adequate shelter","Unspecified location in the Sahara desert, Libya",Mixed Migration Monitoring Mechanism Initiative (4Mi),22.60986328,29.20042317,Unknown,Not Available,Northern Africa,2
44687,Central America,"December 03, 2017",2017,Dec,1,0,1,0,0,1,0,"Hit by train, Train Accident","Train tracks near Rancho Moralitos, Celaya, Guanajuato, Mexico","Periódico AM, Periódico Correo",20.48865007,-100.800034,Central America to US,"http://bit.ly/2orClLV, http://bit.ly/2Fxs1cK",Central America,3
48059,North Africa,"December 02, 2017",2017,Dec,2,0,2,0,0,2,0,Sickness and lack of access to medicines,"Sahara desert, Sudan",Mixed Migration Monitoring Mechanism Initiative (4mi),26.488741,20.463043,Unknown,http://www.mixedmigration.org/4mi/,Northern Africa,2
44304,North Africa,"December 02, 2017",2017,Dec,3,0,3,0,3,0,0,"Starvation, Dehydration, Harsh weather/lack of adequate shelter","Unspecified location in the Sahara desert, Libya",Mixed Migration Monitoring Mechanism Initiative (4Mi),15.53466797,24.29735338,Unknown,Not Available,Northern Africa,2
44303,North Africa,"December 01, 2017",2017,Dec,10,0,10,0,0,10,0,Dehydration,"Unspecified location in the Sahara desert, Libya",Mixed Migration Monitoring Mechanism Initiative (4Mi),14.10644531,29.05151784,Unknown,Not Available,Northern Africa,2
50807,North Africa,"December 01, 2017",2017,Dec,2,0,2,0,0,2,0,Vehicle Accident,"Sahara desert, Libya",Mixed Migration Monitoring Mechanism Initiative (4mi),23.920992,14.103058,Unknown,http://www.mixedmigration.org/4mi/,Northern Africa,2
50806,North Africa,"November 30, 2017",2017,Nov,2,0,2,0,2,0,0,"Harsh weather/lack of adequate shelter, Dehydration","Sahara desert, Libya",Mixed Migration Monitoring Mechanism Initiative (4mi),24.2390994,13.45041375,Unknown,http://www.mixedmigration.org/4mi/,Northern Africa,2
44009,Mediterranean,"November 30, 2017",2017,Nov,0,28,28,6,4,24,1,Presumed drowning,"Unspecified location in Gibraltar Strait. Boat left from Asilah, Morocco","Caminando Fronteras, El País",35.92856441,-5.893536298,Western Mediterranean,"http://bit.ly/2zBICs0, http://bit.ly/2jzvL2z, http://bit.ly/2kbmi5B",Uncategorized,4
44014,US-Mexico Border,"November 30, 2017",2017,Nov,1,0,1,0,0,1,0,Unknown (violence),"Tecate, Baja California, Mexico",El Mexicano,32.5753828,-116.6353835,Central America to US,http://bit.ly/2AwkzOy,Central America,1
44300,North Africa,"November 30, 2017",2017,Nov,14,0,14,0,1,0,1,"Starvation, Excessive Physical Abuse","Bani Walid, Libya",Mixed Migration Monitoring Mechanism Initiative (4Mi),14.053676,31.7975831,Unknown,Not Available,Northern Africa,2
44301,North Africa,"November 30, 2017",2017,Nov,3,0,3,0,0,3,0,Unknown,"Sabratha, Libya",Mixed Migration Monitoring Mechanism Initiative (4Mi),12.4495221,32.7811016,Unknown,Not Available,Northern Africa,2
44302,North Africa,"November 30, 2017",2017,Nov,2,0,2,0,0,2,0,Dehydration,"Unspecified location in the Sahara desert, Libya",Mixed Migration Monitoring Mechanism Initiative (4Mi),13.85375977,28.46401318,Unknown,Not Available,Northern Africa,2
44004,Mediterranean,"November 29, 2017",2017,Nov,3,1,4,2,0,0,0,Drowning,"5 miles south of Tarifa, Cádiz, Spain","Salvamento Marítimo, EFE, El Diario",35.97015368,-5.603076409,Western Mediterranean,"http://bit.ly/2k9fLZo, http://bit.ly/2k8VtiE, http://bit.ly/2jwEJxV, http://reut.rs/2iqVm1u",Uncategorized,3
44005,US-Mexico Border,"November 29, 2017",2017,Nov,1,0,1,0,0,1,0,Shot,"Remote area of the Baboquivari Mountain Range, west of Three Points,  27 miles southwest of Tucson, Arizona, USA","US Border Patrol, AZ Central, Pima Office of the Medical Examiner",31.8054091,-111.6176713,Central America to US,"http://bit.ly/2k9vqYx, http://bit.ly/2AdF1Vp",Northern America,5
44386,US-Mexico Border,"November 29, 2017",2017,Nov,1,0,1,0,0,1,0,Unknown (skeletal remains),"Laborcitas Creek Ranch, Falfurrias, Brooks County, Texas",South Texas Human Rights Center director Eduardo Canales,27.2403194,-98.2044504,Central America to US,Not Available,Northern America,5
44549,South Asia,"November 29, 2017",2017,Nov,1,0,1,0,0,1,0,Vehicle Accident,"Laristan province, Iran",IOM Afghanistan,33.5818394,48.3988186,Unknown,Not Available,Southern Asia,4
44548,South Asia,"November 28, 2017",2017,Nov,1,0,1,0,0,1,0,Shot,"Sarwan, Sistan and Baluchestan province, Iran",IOM Afghanistan,27.3526033,62.3447815,Unknown,Not Available,Southern Asia,4
44002,Mediterranean,"November 28, 2017",2017,Nov,1,0,1,0,0,1,0,Presumed drowning,"5 miles south of Cape Trafalgar, near Barbate, Cádiz, Spain","La Vanguardia, Caminando Fronteras",36.08247099,-6.026000977,Western Mediterranean,"http://bit.ly/2igJf78, http://bit.ly/2ieYqO1",Uncategorized,4
44003,Europe,"November 28, 2017",2017,Nov,4,0,4,4,0,0,0,Vehicle Accident,"Cliff near Kavala, east of Thessaloniki, Greece","AP, Pakistan Today",40.937607,24.412866,Unknown,"http://bit.ly/2Bks8Fi, http://bit.ly/2iLH0bV",Southern Europe,3
44016,Central America,"November 28, 2017",2017,Nov,1,0,1,1,0,1,1,Hit by train,"Train tracks near Éjido Independencia, Tenosique, Tabasco, Mexico",El Heraldo de Tabasco,17.472665,-91.425051,Central America to US,http://bit.ly/2Azf95s,Central America,1
44060,US-Mexico Border,"November 28, 2017",2017,Nov,1,0,1,0,0,1,0,Unknown (skeletal remains),"Pima County, Arizona, USA",Pima County Office of the Medical Examiner,31.8824414,-111.3961857,Central America to US,http://www.humaneborders.info/app/mapa.asp,Northern America,5
44018,Mediterranean,"November 27, 2017",2017,Nov,1,0,1,0,0,1,0,Unknown,"Body found inside boat in Port of Melilla, Spain","La Vanguardia, El Periódico",35.29038749,-2.926591904,Western Mediterranean,"http://bit.ly/2B8UkOs, http://bit.ly/2BVvfDM",Uncategorized,3
44298,US-Mexico Border,"November 27, 2017",2017,Nov,1,0,1,0,0,1,0,Unknown,"Open desert, Salton City, Imperial County, California",Imperial County Coroner's Office,33.29373544,-116.0302241,Central America to US,Not Available,Northern America,5
44299,Sub-Saharan Africa,"November 27, 2017",2017,Nov,2,0,2,0,0,2,0,Sickness and lack of access to medicines,"Cotonou, Benin",Mixed Migration Monitoring Mechanism Initiative (4Mi),2.3912362,6.3702928,Unknown,Not Available,Western Africa,2
44547,South Asia,"November 27, 2017",2017,Nov,1,0,1,0,0,1,0,Shot,"Sarwan, Sistan and Baluchestan province, Iran",IOM Afghanistan,27.3526033,62.3447815,Unknown,Not Available,Southern Asia,4
44294,North Africa,"November 26, 2017",2017,Nov,2,0,2,0,0,2,0,"Starvation, Dehydration","Brak Shati, Libya",Mixed Migration Monitoring Mechanism Initiative (4Mi),14.2686658,27.550779,Unknown,Not Available,Northern Africa,2
44295,Sub-Saharan Africa,"November 26, 2017",2017,Nov,1,0,1,0,0,1,1,Vehicle Accident,"Dakar, Senegal",Mixed Migration Monitoring Mechanism Initiative (4Mi),-17.4676861,14.716677,Unknown,Not Available,Western Africa,2
44296,Sub-Saharan Africa,"November 26, 2017",2017,Nov,1,0,1,0,0,1,1,Vehicle Accident,"Ougadougou, Burkina Faso",Mixed Migration Monitoring Mechanism Initiative (4Mi),-1.5196603,12.3714277,Unknown,Not Available,Western Africa,2
44297,North Africa,"November 26, 2017",2017,Nov,3,0,3,0,0,0,0,Vehicle Accident,"Unspecified location in the Sahara desert, Libya",Mixed Migration Monitoring Mechanism Initiative (4Mi),14.23828125,24.55742843,Unknown,Not Available,Northern Africa,2
43997,Mediterranean,"November 25, 2017",2017,Nov,31,0,31,0,18,0,3,Drowning,"Off the coast of Garabulli, Libya","AFP, BBC, Libyan Coast Guard",32.80195944,13.72078687,Central Mediterranean,"http://bbc.in/2jnlK8P, http://bit.ly/2BfvskW",Uncategorized,5
43998,Mediterranean,"November 25, 2017",2017,Nov,1,0,1,0,0,1,0,Presumed drowning,"Off the coast of Tarifa, Cádiz, Spain","Caminando Fronteras, ABC",35.98876804,-5.611316155,Western Mediterranean,"http://bit.ly/2jqOBc7, http://bit.ly/2zs4i9L",Uncategorized,4
43999,Mediterranean,"November 25, 2017",2017,Nov,1,0,1,0,0,0,0,Presumed drowning,"Off the coast of Barbate, Cádiz, Spain","Caminando Fronteras, ABC",36.17883247,-5.909786224,Western Mediterranean,"http://bit.ly/2jqOBc7, http://bit.ly/2zs4i9L",Uncategorized,4
44000,Mediterranean,"November 25, 2017",2017,Nov,6,0,6,0,0,0,0,Presumed drowning,Unspecified location off the coast of Morocco,Caminando Fronteras,35.85055928,-5.679503545,Western Mediterranean,http://bit.ly/2zs4i9L,Uncategorized,4
44001,Mediterranean,"November 25, 2017",2017,Nov,1,0,1,66,0,1,1,Suffocation,"Off the coast of Mytilene, Lesvos, Greece","IOM Greece, Hellenic Coastguard",39.11792649,26.5843972,Eastern Mediterranean,"http://bit.ly/2iVS7Mn, http://www.hcg.gr/node/16588, http://bit.ly/2ADg19V",Uncategorized,5
44032,Southeast Asia,"November 25, 2017",2017,Nov,3,0,3,1,2,1,0,Vehicle Accident,"Na Yai Arm-Ban Khao Wongkot road, in Kaeng Hang Maew district of Chanthaburi, Thailand",The Nation (Thailand Portal),13.1295625,101.8435568,Unknown,http://bit.ly/2jas2Zz,South-eastern Asia,1
44545,South Asia,"November 25, 2017",2017,Nov,1,0,1,0,0,1,0,Vehicle Accident,"Jiroft, Kerman province, Iran",IOM Afghanistan,28.6751124,57.7371569,Unknown,Not Available,Southern Asia,4
44543,South Asia,"November 24, 2017",2017,Nov,1,0,1,0,0,1,0,Vehicle Accident,"Jiroft, Kerman province, Iran",IOM Afghanistan,28.6751124,57.7371569,Unknown,Not Available,Southern Asia,4
44031,Mediterranean,"November 24, 2017",2017,Nov,1,0,1,0,0,1,0,Presumed drowning,"3 nautical miles east of Benabdelmalek Ramdane, 38 km east of Mostaganem, Algeria",Réflexion,36.19882588,0.218307777,Western Mediterranean,http://bit.ly/2j9ox5L,Uncategorized,1
44059,US-Mexico Border,"November 24, 2017",2017,Nov,1,0,1,0,0,1,0,Unknown (skeletal remains),"Pima County, Arizona, USA",Pima County Office of the Medical Examiner,32.1791978,-112.9473341,Central America to US,http://www.humaneborders.info/app/mapa.asp,Northern America,5
44292,North Africa,"November 24, 2017",2017,Nov,20,0,20,0,0,0,0,Vehicle Accident,"Ajdabiya, Libya",Mixed Migration Monitoring Mechanism Initiative (4Mi),20.1402594,30.214647,Unknown,Not Available,Northern Africa,2
44293,North Africa,"November 24, 2017",2017,Nov,2,0,2,0,0,2,0,Excessive Physical Abuse,"Sabratha, Libya",Mixed Migration Monitoring Mechanism Initiative (4Mi),12.4495221,32.7811016,Unknown,Not Available,Northern Africa,2
43993,Mediterranean,"November 23, 2017",2017,Nov,1,20,21,0,1,0,0,Sickness and lack of access to medicines,Unspecified location between Libya and Italy,"MSF Sea, Proactiva Open Arms, UNHCR via DPA",34.06017917,13.05950236,Central Mediterranean,"http://bit.ly/2A7yybs, http://bit.ly/2BgQX5M, http://bit.ly/2jptYxi, http://bit.ly/2hUswSX",Uncategorized,4
44030,Mediterranean,"November 23, 2017",2017,Nov,1,0,1,0,0,0,0,Presumed drowning,"Off the coast of Mostaganem, Algeria","Le Huffington Post Algeria, Algérie Presse Service",36.05976459,0.090699623,Western Mediterranean,"http://bit.ly/2kGFFjD, http://bit.ly/2kI1LCb",Uncategorized,3
49516,South Asia,"November 23, 2017",2017,Nov,3,0,3,0,1,1,1,Shot or stabbed,"Kermanshah province, Iran, near border with Iraq",Mixed Migration Monitoring Mechanism Initiative (4mi),34.220067,45.62979,Unknown,http://www.mixedmigration.org/4mi/,South Asia,2
49517,South Asia,"November 23, 2017",2017,Nov,1,0,1,0,0,1,0,Vehicle Accident,"Nimruz province, Afghanistan",Mixed Migration Monitoring Mechanism Initiative (4mi),29.945985,61.913843,Unknown,http://www.mixedmigration.org/4mi/,South Asia,2
43991,Europe,"November 22, 2017",2017,Nov,1,0,1,0,0,1,0,Unknown,"Mountain village in Evros region, Greece",AP,41.2443761,26.1359431,Unknown,"http://wapo.st/2zfJNNq, https://bit.ly/2s2ELTe",Southern Europe,3
43992,Mediterranean,"November 22, 2017",2017,Nov,0,6,6,107,0,1,0,Presumed drowning,Unspecified location between Libya and Italy,Proactiva Open Arms,34.40533394,13.98235393,Central Mediterranean,http://bit.ly/2hWHagg,Uncategorized,4
43995,Caribbean,"November 22, 2017",2017,Nov,3,0,3,0,2,1,1,Vehicle Accident,"Motorway near Hato del Medio, Monte Cristi, Dominican Republic","Listin Diario, Loop Haiti",19.6939138,-71.3156315,Unknown,"http://bit.ly/2iUy7K8, http://bit.ly/2jqTZw6",Caribbean,3
44029,Mediterranean,"November 22, 2017",2017,Nov,1,0,1,0,0,1,0,Presumed drowning,"Off the coast of Mostaganem, Algeria","Le Huffington Post Algeria, Algérie Presse Service",36.05532377,0.076966713,Western Mediterranean,"http://bit.ly/2kGFFjD, http://bit.ly/2kI1LCb",Uncategorized,3
44289,Sub-Saharan Africa,"November 22, 2017",2017,Nov,1,0,1,0,0,1,1,Sickness and lack of access to medicines,"Agadez, Niger",Mixed Migration Monitoring Mechanism Initiative (4Mi),7.986535,16.9741689,Unknown,Not Available,Western Africa,2
44290,Sub-Saharan Africa,"November 22, 2017",2017,Nov,1,0,1,0,0,1,1,Sickness and lack of access to medicines,"Bamako, Mali",Mixed Migration Monitoring Mechanism Initiative (4Mi),-8.0028892,12.6392316,Unknown,Not Available,Western Africa,2
44291,North Africa,"November 22, 2017",2017,Nov,3,0,3,0,0,0,0,"Dehydration, Harsh weather/lack of adequate shelter","Unspecified location in the Sahara desert, Libya",Mixed Migration Monitoring Mechanism Initiative (4Mi),12.91992188,24.53744172,Unknown,Not Available,Northern Africa,2
43990,Europe,"November 21, 2017",2017,Nov,1,0,1,0,1,0,1,Hit by train,Serbia-Croatia border,Médecins Sans Frontières,45.15232183,19.13310557,Unknown,"https://twitter.com/MSF_Sea/status/933377291769597954, http://bit.ly/2hP1Rat",Southern Europe,4
44287,North Africa,"November 21, 2017",2017,Nov,1,0,1,0,1,0,1,Harsh weather/lack of adequate shelter,"Unspecified location in the Sahara desert, Libya",Mixed Migration Monitoring Mechanism Initiative (4Mi),14.0625,25.19531108,Unknown,Not Available,Northern Africa,2
44288,North Africa,"November 21, 2017",2017,Nov,1,0,1,0,0,1,0,Harsh weather/lack of adequate shelter,"Unspecified location in the Sahara desert, Libya",Mixed Migration Monitoring Mechanism Initiative (4Mi),15.57861328,25.21519168,Unknown,Not Available,Northern Africa,2
44286,North Africa,"November 20, 2017",2017,Nov,2,0,2,0,0,2,0,Vehicle Accident,"Unspecified location in the Sahara desert, Libya",Mixed Migration Monitoring Mechanism Initiative (4Mi),14.67773438,24.95649129,Unknown,Not Available,Northern Africa,2
